t,o,h,l,c,v
2024-09-05,5855.8,5944.0,5450.0,5470.0,7459252.845334972
2024-09-06,5453.7,5710.0,5338.0,5669.9,5084104.863023149
2024-09-07,5660.1,5784.9,5601.4,5672.6,3095772.7353554014
2024-09-08,5672.7,6200.0,5670.1,6084.0,7285320.765075328
2024-09-09,6084.0,6192.0,6030.7,6104.5,4925730.613296915
2024-09-10,6104.5,6140.0,5850.0,6070.0,4422753.117250637
2024-09-11,6070.0,6140.0,5985.0,6042.2,2268003.71901486
2024-09-12,6065.6,6423.5,6025.0,6312.6,7806564.930067146
2024-09-13,6302.4,6380.0,6210.0,6238.1,3645924.8201706368
2024-09-14,6237.0,6307.9,6201.0,6210.0,2966366.128623524
2024-09-15,6203.0,6259.2,5900.0,5926.0,5990540.691586761
2024-09-16,5926.0,6143.9,5907.3,6014.9,4531807.495807695
2024-09-17,6037.9,6159.9,5941.0,6015.0,4775491.070601664
2024-09-18,6009.1,6338.7,6006.0,6263.1,6161809.820962265
2024-09-19,6263.1,6330.0,6159.9,6237.0,4461840.627015963
2024-09-20,6237.0,6495.0,6210.0,6450.0,5612402.405136278
2024-09-21,6453.0,6500.0,6271.2,6348.9,4260083.509218503
2024-09-22,6348.9,6470.0,6190.1,6444.2,4643301.009609414
2024-09-23,6430.0,6679.6,6419.7,6628.9,7135031.424690164
2024-09-24,6610.0,6695.0,6561.0,6635.0,5351082.03173351
2024-09-25,6648.0,7350.0,6509.0,7058.7,12744150.31420858
2024-09-26,7058.7,7700.0,6990.1,7485.0,12078053.377221363
2024-09-27,7489.5,8160.0,7310.0,7964.2,17566838.753322113
2024-09-28,7964.2,7981.0,7600.0,7754.9,7815185.40306367
2024-09-29,7755.3,7812.7,7113.0,7287.0,8341110.629129177
2024-09-30,7287.9,7359.8,6434.0,6575.0,14327174.626612784
2024-10-01,6575.0,6849.6,6410.0,6543.8,7670422.866427238
2024-10-02,6543.9,6700.0,6400.0,6617.7,4990828.536703975
2024-10-03,6599.1,6950.0,6570.0,6840.0,6768664.631421631
2024-10-04,6840.0,6927.0,6700.0,6796.0,5157796.081845372
2024-10-05,6795.0,7110.0,6781.5,6967.1,6180645.676710671
2024-10-06,6967.1,7200.0,6903.1,7006.1,7628025.966313683
2024-10-07,7006.1,7100.0,6710.0,6796.0,6900762.608970124
2024-10-08,6800.0,7049.9,6755.1,6855.0,8267211.238854834
2024-10-09,6855.0,6950.0,6662.5,6691.0,6089632.410056741
2024-10-10,6691.0,7020.0,6689.8,6976.9,4996321.538582159
2024-10-11,6951.3,7044.8,6880.0,6999.0,5114963.334662775
2024-10-12,6990.0,7060.0,6871.5,6938.0,5807208.437939482
2024-10-13,6938.0,7328.9,6905.0,7281.0,10018024.815727547
2024-10-14,7281.0,7455.0,7001.0,7160.0,12851612.021656495
2024-10-15,7158.0,8245.0,7130.3,8206.0,30246790.94632167
2024-10-16,8201.1,8239.7,7700.0,8154.0,15797822.39401787
2024-10-17,8160.0,8988.0,8061.1,8646.4,28096211.562023193
2024-10-18,8679.0,9380.0,8620.0,8972.0,22158998.94088274
2024-10-19,8979.0,9340.0,8810.0,9054.0,16229457.35727664
2024-10-20,9054.0,9640.0,8972.0,9328.0,23401197.54728714
2024-10-21,9328.0,9589.8,9126.0,9243.0,15641819.521474343
2024-10-22,9243.0,9546.0,9100.0,9371.0,16585701.520311655
2024-10-23,9384.0,9800.0,9361.0,9723.9,13396762.81593848
2024-10-24,9723.0,9820.0,9053.0,9160.4,14297589.758212058
2024-10-25,9160.4,9310.0,8500.0,9088.0,16094334.506766533
2024-10-26,9088.0,9642.0,8956.6,9484.0,10516208.89804325
2024-10-27,9484.0,10950.0,9440.0,10635.0,33971744.57779698
2024-10-28,10610.0,12300.0,10560.0,11412.0,47103887.56239172
2024-10-29,11412.0,12274.0,11400.0,11588.0,24472236.782816123
2024-10-30,11627.9,11928.0,11000.0,11080.0,19348118.732016426
2024-10-31,11022.2,11740.0,10660.0,11199.0,25843042.314511634
2024-11-01,11180.4,11359.9,10820.0,11125.5,11773937.945343558
2024-11-02,11126.0,11196.9,9940.1,10482.0,20323225.18431541
2024-11-03,10480.0,11200.0,10445.1,11119.8,21992497.731277928
2024-11-04,11120.0,12423.0,10666.6,11698.0,36470052.09366342
2024-11-05,11700.0,15050.0,11500.0,13690.0,77029385.5793307
2024-11-06,13691.0,14110.0,12950.0,13447.8,27087941.174219016
2024-11-07,13410.0,13998.0,13250.0,13632.0,24440147.53388339
2024-11-08,13632.0,14700.0,13631.9,14454.3,30196591.4426903
2024-11-09,14454.3,20470.0,14400.1,18139.0,64192548.55990654
2024-11-10,18139.0,22198.0,16300.0,21778.9,77221127.30284837
2024-11-11,21780.0,29800.0,18500.0,26054.5,145419868.3844049
2024-11-12,26054.5,29801.0,23500.0,26385.0,73426237.14739473
2024-11-13,26312.0,28500.0,25500.0,27147.0,36665419.73513015
2024-11-14,27147.0,27194.0,24500.0,26089.0,29076774.307035297
2024-11-15,26089.0,26985.0,24911.0,25345.0,24821372.769641202
2024-11-16,25340.1,25999.0,23000.0,24850.0,20955701.767402492
2024-11-17,24889.0,26200.0,24501.0,26061.0,20417774.120294444
2024-11-18,26060.8,29200.0,25300.0,27900.0,37034493.861197226
2024-11-19,27899.9,27899.9,25652.0,26454.0,22031451.056176297
2024-11-20,26493.0,27550.0,26050.0,27279.0,16504114.79699245
2024-11-21,27260.0,29000.0,26733.0,28300.0,27188491.34261746
2024-11-22,28300.0,34035.0,28220.0,29014.0,53213052.95424807
2024-11-23,29250.0,31797.0,28009.0,29798.0,29134048.087519143
2024-11-24,29798.0,30750.0,28111.0,28648.0,21071339.18792795
2024-11-25,28682.0,28900.0,24200.0,26787.9,27188557.907962978
2024-11-26,26787.9,28748.9,26600.0,28726.0,15632465.018711194
2024-11-27,28700.0,29950.0,27570.0,27900.0,14245533.812529545
2024-11-28,27900.2,30398.0,27847.0,30309.0,20013320.159746774
2024-11-29,30310.0,30600.0,29000.0,30018.0,17947161.945685625
2024-11-30,30000.1,31500.0,29480.0,30401.1,20766418.361846607
2024-12-01,30410.0,32900.0,29050.0,30600.0,32697396.25272321
2024-12-02,30605.0,31076.0,28495.0,29611.5,20068617.17158545
2024-12-03,29612.0,30820.0,29050.0,30500.0,17057063.683539204
2024-12-04,30580.1,33500.0,29901.0,31156.0,41523136.09173102
2024-12-05,31150.0,32200.0,30800.0,31980.0,13187446.705745073
2024-12-06,31956.9,33444.0,31200.0,33033.0,21823141.92476869
2024-12-07,33033.0,34750.0,32300.0,33469.0,23124125.090197217
2024-12-08,33468.0,33766.0,30881.0,30981.0,16138415.944868006
2024-12-09,30810.0,31150.0,26190.0,28945.0,22033385.18297168
2024-12-10,28945.0,31360.0,28055.0,30949.1,16076344.259757875
2024-12-11,30949.0,31300.0,29300.0,29452.0,11593010.49636995
2024-12-12,29423.0,30411.1,29313.9,30000.4,7702535.918383815
2024-12-13,30000.2,30419.0,29253.1,29500.0,7379344.81336172
2024-12-14,29500.1,30500.0,29350.0,30400.0,6501687.1494932575
2024-12-15,30400.0,31565.0,30045.1,31003.0,10314018.445080493
2024-12-16,31003.0,31550.0,30501.0,30899.0,8798992.285625845
2024-12-17,30899.0,31100.0,28200.0,28896.0,7263573.564881699
2024-12-18,28602.0,29197.0,23460.0,24120.2,17396601.52850202
2024-12-19,24120.2,25950.0,19996.6,24650.0,31423519.61115874
2024-12-20,24611.0,27450.0,23500.0,24738.4,22197875.412275378
2024-12-21,24740.0,24999.0,23500.0,24049.0,11924206.979024777
2024-12-22,24049.0,24900.0,23600.0,24899.0,11741677.51997903
2024-12-23,24899.0,26999.0,24789.8,25703.2,15481145.723768514
2024-12-24,25702.0,26880.0,25680.0,26450.0,8679672.431811575
2024-12-25,26438.9,26660.0,25000.0,25097.0,6975462.936932636
2024-12-26,25070.8,25999.9,24849.0,25161.0,6070897.349435229
2024-12-27,25161.0,26299.9,24948.4,25830.0,6466075.1799797155
2024-12-28,25830.0,26666.0,24235.3,24270.0,8581502.969905438
2024-12-29,24279.6,25800.0,24109.0,25600.3,9108707.675996423
2024-12-30,25591.6,26000.0,24521.0,25200.0,8414403.979057668
2024-12-31,25165.1,26118.6,25001.0,25979.8,6396269.709427623
2025-01-01,25979.8,27700.0,25830.0,26941.0,11330448.432895718
2025-01-02,26919.0,29841.0,26460.0,29112.0,15815916.356957683
2025-01-03,29112.0,30900.0,29003.0,30300.0,16422632.623210734
2025-01-04,30328.0,31100.0,29735.4,30215.0,9311649.86206158
2025-01-05,30201.0,31200.0,29805.0,30967.4,8687677.845321894
2025-01-06,30967.4,31500.0,28000.0,28170.0,14995131.736596253
2025-01-07,28170.0,28898.0,26550.0,27389.0,12950404.217238406
2025-01-08,27389.0,28189.9,26050.0,26252.4,9952814.446381712
2025-01-09,26251.1,27949.0,26130.1,27240.1,10594468.136511851
2025-01-10,27240.1,27780.0,27030.0,27740.0,4786601.704440815
2025-01-11,27740.0,28375.0,27330.0,27665.5,6713623.753981668
2025-01-12,27620.0,28200.0,25960.0,26900.0,8124704.212031886
2025-01-13,26901.0,29457.9,26900.0,28802.0,11106132.541936196
2025-01-14,28803.0,30400.0,28211.4,30214.2,12040002.156446762
2025-01-15,30045.1,31250.0,29416.4,30620.0,12785274.359302344
2025-01-16,30620.0,33602.0,30085.0,32901.0,20078216.071357172
2025-01-17,32911.0,34200.0,30650.0,32030.0,15227845.659581516
2025-01-18,32030.0,33300.0,29500.0,32430.0,13936875.572946504
2025-01-19,32425.0,32498.0,29000.0,29600.0,16902678.565574795
2025-01-20,29686.8,33150.0,28000.0,31554.0,19364498.620075986
2025-01-21,31550.0,31710.0,29700.0,30080.0,7611527.019331091
2025-01-22,30075.0,30809.0,29170.0,29950.0,7449757.699483579
2025-01-23,29900.0,30330.0,29020.0,29449.9,5548057.255109106
2025-01-24,29430.0,30033.0,29000.0,29803.0,4604557.280793121
2025-01-25,29803.0,29990.0,29402.0,29569.3,2928065.697072631
2025-01-26,29510.6,29600.0,26003.0,27450.0,12365674.861084152
2025-01-27,27390.0,28600.0,27200.0,27301.0,6096547.397999354
2025-01-28,27300.0,27999.0,26406.3,27901.0,7109899.543935938
2025-01-29,27901.0,28351.0,27100.0,27993.9,5013340.15124335
2025-01-30,27990.0,28380.0,27000.0,27095.8,6133078.980263858
2025-01-31,27021.0,27690.0,26334.0,26351.0,4102651.6514158077
2025-02-01,26351.0,26840.0,22130.0,23490.0,14324924.64275805
2025-02-02,23484.0,24660.0,18120.0,23613.1,27222718.239553418
2025-02-03,23613.0,24740.0,21500.0,22309.9,12232000.762888497
2025-02-04,22305.0,23110.0,21700.0,22156.8,7154438.559045732
2025-02-05,22156.8,22750.0,21000.0,21399.0,7031585.79176481
2025-02-06,21385.0,22693.0,21270.0,21612.0,7231600.751291903
2025-02-07,21602.7,22479.9,20865.0,22189.8,6066287.866154624
2025-02-08,22163.0,23100.0,22035.2,22901.1,5920173.311216392
2025-02-09,22901.1,23600.0,21950.0,22889.8,7926056.65674599
2025-02-10,22860.2,24900.0,22043.0,22278.8,9286377.077997452
2025-02-11,22278.9,23500.0,22000.0,23410.0,6982066.750984096
2025-02-12,23403.2,23680.0,22603.3,23000.0,5405206.7568179425
2025-02-13,23024.0,25236.3,22927.5,24378.2,9861906.116735918
2025-02-14,24380.0,25339.9,23777.0,24360.0,8982023.682978956
2025-02-15,24363.0,24750.0,24050.0,24187.8,4071725.1468395507
2025-02-16,24158.8,24439.8,23201.0,23585.0,5340787.3021646645
2025-02-17,23578.0,23950.0,22301.0,22733.0,4658353.590565462
2025-02-18,22704.1,23598.8,22555.1,23222.5,4452749.084227359
2025-02-19,23230.0,23880.0,23119.0,23315.1,4718185.968803262
2025-02-20,23316.0,23760.0,21721.9,22040.0,9185462.846917754
2025-02-21,22040.0,22800.0,21520.0,22262.0,5496884.863864573
2025-02-22,22269.9,22699.9,22010.0,22010.0,3566428.9502821453
2025-02-23,22010.1,22409.9,20007.7,20427.0,6686313.655543422
2025-02-24,20427.0,20614.0,18043.0,19508.1,17070439.6607416
2025-02-25,19550.0,19919.9,18380.0,18899.0,9927613.400426485
2025-02-26,18890.0,19700.0,18700.0,18845.8,6813005.452185321
2025-02-27,18780.0,19320.0,17000.0,18453.6,14184412.395178333
2025-02-28,18479.9,19452.9,18371.8,18711.7,6353120.20282676
2025-03-01,18705.0,21250.0,18401.0,20750.0,14530070.355493508
2025-03-02,20750.0,21416.0,18000.0,18115.4,10709506.259003606
2025-03-03,18130.0,18899.9,17001.0,18127.0,10115734.411141295
2025-03-04,18131.7,18700.0,17700.0,18286.0,6306504.457509557
2025-03-05,18231.0,19700.0,17850.0,17912.2,8579054.208879603
2025-03-06,17912.2,18360.0,17300.0,18313.7,3591582.5450273706
